time,position,velocity,energy
2409.5,98.5108,11.2754,4915.75
2410,91.3651,-37.3059,4869.66
2410.5,61.8501,-76.7534,4858.26
2411,17.192,-97.409,4892.04
2411.5,-31.6752,-94.2155,4939.94
2412,-72.7873,-67.9547,4957.92
2412.5,-96.0785,-25.0563,4929.45
2413,-95.8464,23.9768,4880.71
2413.5,-72.1477,67.1396,4856.5
2414,-30.7847,93.8642,4879.09
2414.5,18.1154,97.6076,4927.71
2415,62.5803,77.4533,4957.65
2415.5,91.7233,38.3357,4941.39
2416,98.4092,-10.1679,4893.88
2416.5,81.0012,-56.1819,4858.8
2417,43.7612,-88.4407,4868.4
2417.5,-4.19305,-99.0461,4913.86
2418,-51.1207,-85.4016,4953.38
2418.5,-85.5322,-50.8477,4950.62
2419,-99.0024,-3.84463,4908.13
2419.5,-88.2334,44.0998,4864.97
2420,-55.8618,81.247,4860.81
2420.5,-9.81326,98.5022,4899.49
2421,38.6379,91.6406,4945.44
2421.5,77.6292,62.3421,4956.42
2422,97.6141,17.7802,4922.33
2422.5,93.6997,-31.135,4874.51
2423,66.8444,-72.4272,4856.94
2423.5,23.6232,-95.9867,4885.75
2424,-25.3818,-96.0454,4934.47
2424.5,-68.1724,-72.5887,4958.3
2425,-94.272,-31.3598,4935.33
2425.5,-97.2906,17.547,4886.68
2426,-76.489,62.1578,4857.08
2426.5,-36.9602,91.5501,4873.74
2427,11.6177,98.5278,4921.35
2427.5,57.3512,81.3825,4956.13
2428,89.0431,44.3118,4946.11
2428.5,98.9342,-3.60787,4900.5
2429,84.6027,-50.6442,4861.23
2429.5,49.5576,-85.2811,4864.41
2430,2.37898,-99.0382,4907.12
2430.5,-45.3821,-88.5473,4950.08
2431,-82.032,-56.3769,4953.8
2431.5,-98.5976,-10.4035,4914.86
2432,-91.0231,38.1171,4869.06
2432.5,-61.163,77.3053,4858.51
2433,-16.328,97.5664,4892.9
2433.5,32.5046,93.9399,4940.63
2434,73.379,67.3136,4957.8
2434.5,96.2876,24.2067,4928.63
2435,95.6217,-24.827,4879.94
2435.5,71.5442,-67.7821,4856.5
2436,29.9503,-94.1418,4879.85
2436.5,-18.9766,-97.4523,4928.53
2437,-63.2573,-76.9031,4957.79
2437.5,-92.0504,-37.5253,4940.72
2438,-98.3064,11.04,4893.01
2438.5,-80.4935,56.9023,4858.54
2439,-42.973,88.8329,4868.98
2439.5,5.06875,99.0142,4914.75
2440,51.8695,84.9533,4953.76
2440.5,85.9708,50.0929,4950.14
2441,99.0235,2.968,4907.23
2441.5,87.8317,-44.8836,4864.47
2442,55.1357,-81.7461,4861.18
2442.5,8.94054,-98.5943,4900.38
2443,-39.4436,-91.3032,4946.03
2443.5,-78.1706,-61.6579,4956.16
2444,-97.7586,-16.9166,4921.46
2444.5,-93.412,31.9665,4873.83
2445,-66.1948,73.0231,4857.06
2445.5,-22.7709,96.201,4886.57
2446,26.2282,95.8256,4935.23
2446.5,68.8057,71.9888,4958.3
2447,94.5371,30.5265,4934.57
2447.5,97.1226,-18.4096,4885.86
2448,75.9291,-62.8385,4856.95
2448.5,36.1455,-91.8823,4874.42
2449,-12.4878,-98.4301,4922.22
2449.5,-58.0637,-80.8788,4956.38
2450,-89.4235,-43.5255,4945.52
2450.5,-98.8893,4.48429,4899.6
2451,-84.1436,51.3962,4860.86
2451.5,-48.7966,85.7245,4864.9
2452,-1.50249,99.0645,4908.02
2452.5,46.1595,88.15,4950.56
2453,82.52,55.6534,4953.43
2453.5,98.6768,9.5308,4913.97
2454,90.674,-38.9252,4868.47
2454.5,60.4711,-77.851,4858.77
2455,15.4627,-97.7161,4893.77
2455.5,-33.3314,-93.657,4941.31
2456,-73.9649,-66.6673,4957.67
2456.5,-96.4892,-23.3551,4927.81
2457,-95.3895,25.6752,4879.19
2457.5,-70.9352,68.4193,4856.5
2458,-29.1135,94.412,4880.61
2458.5,19.8363,97.2893,4929.35
2459,63.9294,76.3469,4957.91
2459.5,92.3704,36.712,4940.03
2460,98.1959,-11.9112,4892.15
2460.5,79.9796,-57.6182,4858.29
2461,42.1815,-89.2182,4869.58
2461.5,-5.94406,-98.9745,4915.64
2462,-52.6143,-84.4984,4954.12
2462.5,-86.4028,-49.3341,4949.65
2463,-99.0368,-2.09114,4906.33
2463.5,-87.4232,45.6638,4864
2464,-54.4053,82.2387,4861.57
2464.5,-8.06711,98.6786,4901.28
2465,40.2462,90.9586,4946.61
2465.5,78.7058,60.9688,4955.9
2466,97.8955,16.0516,4920.59
2466.5,93.117,-32.7955,4873.16
2467,65.5402,-73.6131,4857.2
2467.5,21.9168,-96.4077,4887.4
2468,-27.0725,-95.5983,4935.98
2468.5,-69.4336,-71.3832,4958.29
2469,-94.7948,-29.6909,4933.8
2469.5,-96.947,19.2708,4885.05
2470,-75.3632,63.5143,4856.84
2470.5,-35.3279,92.2072,4875.12
2471,13.357,98.3247,4923.08
2471.5,58.7716,80.3688,4956.62
2472,89.7969,42.7358,4944.91
2472.5,98.8367,-5.36035,4898.71
2473,83.6779,-52.1441,4860.5
2473.5,48.0318,-86.1612,4865.41
2474,0.625873,-99.083,4908.92
2474.5,-46.9333,-87.7459,4951.04
2475,-83.0016,-54.9254,4953.03
2475.5,-98.7482,-8.65736,4913.08
2476,-90.3178,39.7303,4867.9
2476.5,-59.7744,78.3907,4859.04
2477,-14.5962,97.8582,4894.64
2477.5,34.1557,93.3667,4941.97
2478,74.545,66.0157,4957.52
2478.5,96.6832,22.5018,4926.98
2479,95.1499,-26.5213,4878.44
2479.5,70.3206,-69.0511,4856.53
2480,28.2744,-94.6748,4881.38
2480.5,-20.6944,-97.1188,4930.16
2481,-64.5965,-75.7847,4958.01
2481.5,-92.6831,-35.8959,4939.33
2482,-98.0776,12.7815,4891.3
2482.5,-79.4594,58.3295,4858.06
2483,-41.3867,89.5965,4870.19
2483.5,6.8189,98.927,4916.53
2484,53.355,84.0368,4954.47
2484.5,86.8279,48.5715,4949.14
2485,99.0423,1.21412,4905.43
2485.5,87.0077,-46.4405,4863.53
2486,53.6706,-82.7248,4861.97
2486.5,7.19305,-98.7553,4902.17
2487,-41.0456,-90.607,4947.18
2487.5,-79.2349,-60.2749,4955.62
2488,-98.0247,-15.1855,4919.72
2488.5,-92.8146,33.6219,4872.5
2489,-64.8803,74.1975,4857.36
2489.5,-21.061,96.6069,4888.23
2490,27.9147,95.3636,4936.72
2490.5,70.056,70.772,4958.26
2491,95.0451,28.8529,4933.03
2491.5,96.7639,-20.1304,4884.24
2492,74.7915,-64.1851,4856.74
2492.5,34.5075,-92.525,4875.82
2493,-14.2251,-98.2115,4923.93
2493.5,-59.4749,-79.8525,4956.84
2494,-90.1632,-41.9428,4944.3
2494.5,-98.7764,6.23599,4897.83
2495,-83.2056,52.888,4860.16
2495.5,-47.2633,86.5911,4865.92
2496,0.25079,99.0938,4909.82
2496.5,47.7034,87.3348,4951.49
2497,83.4766,54.1932,4952.63
2497.5,98.8118,7.78324,4912.18
2498,89.9545,-40.5323,4867.34
2498.5,59.0731,-78.9242,4859.33
2499,13.7286,-97.9926,4895.52
2499.5,-34.9772,-93.0691,4942.63
2500,-75.1193,-65.359,4957.35
2500.5,-96.8696,-21.6467,4926.15
2501,-94.9028,27.3654,4877.71
2501.5,-69.7005,69.6776,4856.56
2502,-27.4331,94.9302,4882.16
2502.5,21.5509,96.9406,4930.96
2503,65.2585,75.2166,4958.1
2503.5,92.9885,35.0769,4938.63
2504,97.9517,-13.6508,4890.44
2504.5,78.9329,-59.0363,4857.85
2505,40.5886,-89.9677,4870.81
2505.5,-7.69321,-98.8718,4917.41
2506,-54.0915,-83.5687,4954.81
2506.5,-87.2463,-47.805,4948.61
2507,-99.0401,-0.336999,4904.53
2507.5,-86.5855,47.2135,4863.08
2508,-52.9317,83.2045,4862.38
2508.5,-6.31843,98.8242,4903.07
2509,41.8418,90.2482,4947.74
2509.5,79.7578,59.5763,4955.32
2510,98.1462,14.3181,4918.84
2510.5,92.5051,-34.4457,4871.85
2511,64.2154,-74.776,4857.53
2511.5,20.2036,-96.7985,4889.07
2512,-28.7547,-95.1214,4937.46
2512.5,-70.6729,-70.1552,4958.21
2513,-95.2879,-28.0126,4932.25
2513.5,-96.5731,20.9885,4883.44
2514,-74.2138,64.8508,4856.66
2514.5,-33.6844,92.8354,4876.53
2515,15.0921,98.0907,4924.78
2515.5,60.1736,79.3299,4957.05
2516,90.5224,41.1464,4943.67
2516.5,98.7083,-7.11115,4896.94
2517,82.7268,-53.6277,4859.83
2517.5,46.491,-87.0143,4866.45
2518,-1.12743,-99.0968,4910.72
2518.5,-48.4699,-86.9169,4951.94
2519,-83.9452,-53.4567,4952.21
2519.5,-98.8678,-6.90851,4911.28
2520,-89.5841,41.3312,4866.79
2520.5,-58.3671,79.4515,4859.63
2521,-12.8598,98.1194,4896.39
2521.5,35.796,92.7642,4943.27
2522,75.6877,64.6971,4957.17
2522.5,97.0484,20.7899,4925.31
2523,94.6483,-28.2074,4876.98
2523.5,69.075,-70.2985,4856.62
2524,26.5897,-95.1781,4882.94
2524.5,-22.4057,-96.7548,4931.75
2525,-65.9154,-74.6425,4958.17
2525.5,-93.2867,-34.2552,4937.91
2526,-97.8181,14.5191,4889.6
2526.5,-78.4003,59.7385,4857.65
2527,-39.7874,90.3319,4871.44
2527.5,8.56692,98.8089,4918.29
2528,54.8237,83.094,4955.13
2528.5,87.6578,47.0348,4948.08
2529,99.0301,-0.540146,4903.63
2529.5,86.1565,-47.9829,4862.65
2530,52.1887,-83.6777,4862.81
2530.5,5.44331,-98.8853,4903.97
2531,-42.6348,-89.8824,4948.28
2531.5,-80.2744,-58.8731,4955.01
2532,-98.2601,-13.4496,4917.96
2532.5,-92.1882,35.2668,4871.21
2533,-63.5455,75.3487,4857.72
2533.5,-19.3446,96.9825,4889.91
2534,29.5925,94.8717,4938.18
2534.5,71.2843,69.533,4958.15
2535,95.5233,27.1701,4931.46
2535.5,96.3748,-21.8449,4882.65
2536,73.6304,-65.5115,4856.6
2536.5,32.8587,-93.1387,4877.25
2537,-15.958,-97.9622,4925.62
2537.5,-60.8675,-78.8012,4957.24
2538,-90.8746,-40.3469,4943.03
2538.5,-98.6324,7.98574,4896.06
2539,-82.2416,54.3632,4859.52
2539.5,-45.7151,87.4306,4866.99
2540,2.00399,99.092,4911.62
2540.5,49.2325,86.4922,4952.37
2541,84.4071,52.7161,4951.77
2541.5,98.9159,6.03323,4910.38
2542,89.2067,-42.1267,4866.25
2542.5,57.6566,-79.9726,4859.95
2543,11.9901,-98.2384,4897.27
2543.5,-36.612,-92.452,4943.91
2544,-76.2502,-64.0301,4956.97
2544.5,-97.2197,-19.9315,4924.46
2545,-94.3864,29.0472,4876.26
2545.5,-68.444,70.914,4856.69
2546,-25.7442,95.4186,4883.74
2546.5,23.2587,96.5615,4932.54
2547,66.5671,74.0627,4958.23
2547.5,93.5775,33.4308,4937.18
2548,97.6769,-15.3862,4888.75
2548.5,77.8616,-60.436,4857.47
2549,38.983,-90.689,4872.09
2549.5,-9.43995,-98.7382,4919.17
2550,-55.5517,-82.6128,4955.43
2550.5,-88.0624,-46.2609,4947.53
2551,-99.0124,1.41725,4902.73
2551.5,-85.7207,48.7484,4862.22
2552,-51.4416,84.1443,4863.25
2552.5,-4.56777,98.9387,4904.87
2553,43.4244,89.5095,4948.81
2553.5,80.7847,58.1652,4954.68
2554,98.3662,12.58,4917.08
2554.5,91.8641,-36.0851,4870.58
2555,62.8706,-75.9154,4857.93
2555.5,18.4841,-97.159,4890.76
2556,-30.428,-94.6146,4938.89
2556.5,-71.8902,-68.9053,4958.07
2557,-95.7512,-26.3256,4930.66
2557.5,-96.1689,22.6996,4881.87
2558,-73.0412,66.1671,4856.55
2558.5,-32.0304,93.4346,4877.98
2559,16.8225,97.826,4926.46
2559.5,61.5567,78.2662,4957.42
2560,91.2197,39.5442,4942.38
2560.5,98.5489,-8.85971,4895.19
2561,81.7499,-55.0944,4859.22
2561.5,44.9357,-87.8401,4867.55
2562,-2.88039,-99.0794,4912.51
2562.5,-49.9912,-86.0607,4952.78
2563,-84.8624,-51.9713,4951.32
2563.5,-98.9564,-5.15749,4909.48
2564,-88.8223,42.919,4865.73
2564.5,-56.9415,80.4875,4860.28
2565,-11.1194,98.3498,4898.16
2565.5,37.4251,92.1326,4944.53
2566,76.8067,63.3582,4956.76
2566.5,97.3833,19.0715,4923.61
2567,94.117,-29.8846,4875.55
2567.5,67.8077,-71.5239,4856.78
2568,24.8966,-95.6516,4884.54
2568.5,-24.11,-96.3605,4933.32
2569,-67.2136,-73.477,4958.27
2569.5,-93.861,-32.6037,4936.45
2570,-97.528,16.2521,4887.92
2570.5,-77.3167,61.1288,4857.3
2571,-38.1756,91.0391,4872.74
2571.5,10.3122,98.6598,4920.05
2572,56.2753,82.1252,4955.72
2572.5,88.4602,45.4834,4946.97
2573,98.9869,-2.29424,4901.84
2573.5,85.2782,-49.5102,4861.82
2574,50.6904,-84.6043,4863.71
2574.5,3.69186,-98.9844,4905.77
2575,-44.2106,-89.1296,4949.33
2575.5,-81.2888,-57.4528,4954.34
2576,-98.4646,-11.7095,4916.2
2576.5,-91.5329,36.9006,4869.96
2577,-62.1907,76.4762,4858.15
2577.5,-17.6221,97.3278,4891.62
2578,31.261,94.3501,4939.59
2578.5,72.4904,68.2722,4957.97
2579,95.9715,25.4789,4929.85
2579.5,95.9555,-23.5525,4881.09
2580,72.4462,-66.8175,4856.51
2580.5,31.1996,-93.7232,4878.72
2581,-17.6858,-97.6822,4927.29
2581.5,-62.2411,-77.7252,4957.58
2582,-91.5576,-38.7383,4941.72
2582.5,-98.4576,9.73299,4894.31
2583,-81.2518,55.8213,4858.93
2583.5,-44.1527,88.2427,4868.11
2584,3.75656,99.0591,4913.41
2584.5,50.746,85.6224,4953.18
2585,85.3111,51.2224,4950.86
2585.5,98.9891,4.28134,4908.58
2586,88.431,-43.708,4865.22
2586.5,56.222,-80.996,4860.63
2587,10.2479,-98.4534,4899.05
2587.5,-38.2353,-91.806,4945.14
2588,-77.3571,-62.6813,4956.53
2588.5,-97.5392,-18.21,4922.75
2589,-93.8403,30.7198,4874.86
2589.5,-67.166,72.1282,4856.88
2590,-24.0472,95.8772,4885.35
2590.5,24.9593,96.1521,4934.09
2591,67.8549,72.8856,4958.29
2591.5,94.1372,31.7741,4935.7
2592,97.3714,-17.1167,4887.09
2592.5,76.7658,-61.8168,4857.15
2593,37.3652,-91.3819,4873.41
2593.5,-11.1837,-98.5736,4920.92
2594,-56.9945,-81.6311,4956
2594.5,-88.851,-44.7023,4946.4
2595,-98.9537,3.17105,4900.94
2595.5,-84.829,50.2681,4861.42
2596,-49.9353,85.0577,4864.17
2596.5,-2.81567,99.0223,4906.67
2597,44.9933,88.7427,4949.83
2597.5,81.7864,56.7358,4953.99
2598,98.5553,10.8381,4915.31
2598.5,91.1944,-37.7132,4869.36
2599,61.506,-77.031,4858.38
2599.5,16.7587,-97.4889,4892.47
2600,-32.0917,-94.0782,4940.29
2600.5,-73.0849,-67.6338,4957.86
2601,-96.1844,-24.6303,4929.04
2601.5,-95.7346,24.4036,4880.32
2602,-71.8456,67.4626,4856.5
2602.5,-30.3664,94.0044,4879.47
2603,18.5477,97.5306,4928.12
2603.5,62.9206,77.178,4957.72
2604,91.8883,37.9295,4941.05
2604.5,98.3586,-10.6055,4893.45
2605,80.7473,-56.5439,4858.67
2605.5,43.3662,-88.6383,4868.69
2606,-4.63244,-99.0311,4914.3
2606.5,-51.4969,-85.1775,4953.57
2607,-85.7531,-50.4695,4950.38
2607.5,-99.014,-3.40485,4907.68
2608,-88.0328,44.4934,4864.72
2608.5,-55.4981,81.4982,4861
2609,-9.37551,98.5494,4899.94
2609.5,39.0425,91.4722,4945.74
2610,77.9016,61.9994,4956.29
2610.5,97.6876,17.3471,4921.89
2611,93.5563,-31.5525,4874.17
2611.5,66.5191,-72.7269,4857
2612,23.1958,-96.0952,4886.16
2612.5,-25.8067,-95.9361,4934.86
2613,-68.4908,-72.2884,4958.3
2613.5,-94.406,-30.9421,4934.95
2614,-97.2073,17.98,4886.27
2614.5,-76.2088,62.4999,4857.01
2615,-36.5518,91.7177,4874.08
2615.5,12.0543,98.4798,4921.79
2616,57.7092,81.1306,4956.26
2616.5,89.2348,43.9178,4945.81
2617,98.9127,-4.04761,4900.05
2617.5,84.3732,-51.022,4861.04
2618,49.1763,-85.5044,4864.66
2618.5,1.93926,-99.0524,4907.57
2619,-45.7725,-88.3489,4950.32
2619.5,-82.2776,-56.0145,4953.62
2620,-98.6383,-9.96576,4914.41
2620.5,-90.8489,38.5229,4868.76
2621,-60.8165,77.5798,4858.63
2621.5,-15.8941,97.6425,4893.34
2622,32.9198,93.7989,4940.97
2622.5,73.6737,66.99,4957.74
2623,96.3897,23.7797,4928.22
2623.5,95.5062,-25.2528,4879.56
2624,71.2394,-68.1024,4856.5
2624.5,29.5307,-94.2783,4880.23
2625,-19.4081,-97.3715,4928.94
2625.5,-63.5951,-76.6248,4957.85
2626,-92.2119,-37.1176,4940.37
2626.5,-98.2519,11.4772,4892.58
2627,-80.2365,57.262,4858.41
2627.5,-42.5763,89.0271,4869.28
2628,5.50795,98.9952,4915.2
2628.5,52.2437,84.7259,4953.94
2629,86.1884,49.7127,4949.9
2629.5,99.0311,2.5281,4906.78
2630,87.6276,-45.2755,4864.23
2630.5,54.7698,-81.994,4861.37
2631,8.50242,-98.6376,4900.83
2631.5,-39.8466,-91.1312,4946.33
2632,-78.4399,-61.3127,4956.03
2632.5,-97.8283,-16.4828,4921.03
2633,-93.2649,32.3827,4873.49
2633.5,-65.867,73.3198,4857.13
2634,-22.3426,96.3057,4886.99
2634.5,26.6521,95.7125,4935.61
2635,69.1214,71.6856,4958.3
2635.5,94.6674,30.1076,4934.19
2636,97.0355,-18.8419,4885.45
2636.5,75.6459,-63.1781,4856.89
2637,35.7356,-92.0462,4874.77
2637.5,-12.924,-98.3782,4922.65
2638,-58.4194,-80.6237,4956.5
2638.5,-89.6117,-43.1298,4945.22
2639,-98.8639,4.92386,4899.16
2639.5,-83.9108,51.7719,4860.68
2640,-48.4134,85.9445,4865.15
2640.5,-1.0627,99.0748,4908.47
2641,46.5482,87.9481,4950.8
2641.5,82.7624,55.2887,4953.23
2642,98.7136,9.09268,4913.52
2642.5,90.4962,-39.3295,4868.18
2643,60.1221,-78.1225,4858.9
2643.5,15.0281,-97.7884,4894.21
2644,-33.7453,-93.5122,4941.64
2644.5,-74.2567,-66.341,4957.59
2645,-96.5875,-22.9272,4927.4
2645.5,-95.2703,26.1,4878.81
2646,-70.6276,68.737,4856.51
2646.5,-28.6928,94.5448,4880.99
2647,20.267,97.2047,4929.75
2647.5,64.2647,76.0656,4957.96
2648,92.5282,36.3029,4939.68
2648.5,98.1375,-12.348,4891.72
2649,79.7194,-57.9756,4858.18
2649.5,41.7832,-89.4088,4869.89
2650,-6.38304,-98.9516,4916.09
2650.5,-52.9864,-84.2676,4954.3
2651,-86.6169,-48.952,4949.39
2651.5,-99.0405,-1.65115,4905.88
2652,-87.2156,46.0539,4863.76
2652.5,-54.0372,82.4834,4861.77
2653,-7.62867,98.718,4901.72
2653.5,40.6477,90.7831,4946.9
2654,78.972,60.6213,4955.76
2654.5,97.9613,15.6172,4920.16
2655,92.9662,-33.2104,4872.82
2655.5,65.2098,-73.907,4857.28
2656,21.4877,-96.5086,4887.82
2656.5,-27.4953,-95.4815,4936.36
2657,-69.7465,-71.0772,4958.27
2657.5,-94.9213,-29.2707,4933.42
2658,-96.8561,19.7022,4884.64
2658.5,-75.0771,63.8514,4856.79
2659,-34.9166,92.3675,4875.47
2659.5,13.7927,98.2689,4923.5
2660,59.125,80.1105,4956.73
2660.5,89.9815,42.3384,4944.61
2661,98.8074,-5.79972,4898.27
2661.5,83.4418,-52.5178,4860.33
2662,47.6467,-86.3778,4865.66
2662.5,0.18605,-99.0894,4909.37
2663,-47.3202,-87.5405,4951.27
2663.5,-83.2407,-54.5586,4952.83
2664,-98.7811,-8.21889,4912.63
2664.5,-90.1364,40.1331,4867.62
2665,-59.4231,78.6591,4859.18
2665.5,-14.161,97.9266,4895.08
2666,34.5682,93.2183,4942.3
2666.5,74.8339,65.6869,4957.44
2667,96.7777,22.073,4926.57
2667.5,95.0269,-26.9451,4878.07
2668,70.0102,-69.3661,4856.54
2668.5,27.8526,-94.8039,4881.77
2669,-21.1243,-97.0303,4930.56
2669.5,-64.9292,-75.5004,4958.06
2670,-92.8372,-35.4853,4938.98
2670.5,-98.0154,13.2178,4890.87
2671,-79.196,58.6847,4857.95
2671.5,-40.9867,89.7836,4870.5
2672,7.25762,98.9003,4916.97
2672.5,53.725,83.8028,4954.64
2673,87.0387,48.1874,4948.88
2673.5,99.0422,0.774072,4904.98
2674,86.7968,-46.8288,4863.31
2674.5,53.3004,-82.9663,4862.17
2675,6.75432,-98.7908,4902.62
2675.5,-41.4455,-90.4278,4947.46
2676,-79.498,-59.925,4955.47
2676.5,-98.0866,-14.7504,4919.28
2677,-92.6602,34.0356,4872.17
2677.5,-64.5474,74.4885,4857.45
2678,-20.6311,96.704,4888.65
2678.5,28.3364,95.243,4937.09
2679,70.3662,70.4632,4958.23
2679.5,95.1679,28.4316,4932.64
2680,96.6691,-20.5611,4883.84
2680.5,74.5024,-64.5197,4856.7
2681,34.0949,-92.6816,4876.17
2681.5,-14.6602,-98.1519,4924.36
2682,-59.826,-79.5911,4956.95
2682.5,-90.3443,-41.5437,4943.99
2683,-98.7432,6.67513,4897.38
2683.5,-82.9662,53.2596,4859.99
2684,-46.8763,86.8043,4866.18
2684.5,0.690611,99.0962,4910.27
2685,48.0884,87.126,4951.72
2685.5,83.7125,53.8242,4952.42
2686,98.8409,7.34446,4911.73
2686.5,89.7695,-40.9335,4867.06
2687,58.7195,-79.1895,4859.48
2687.5,13.2928,-98.0572,4895.96
2688,-35.3883,-92.917,4942.95
2688.5,-75.4052,-65.0275,4957.26
2689,-96.9603,-21.217,4925.73
2689.5,-94.7761,27.7881,4877.34
2690,-69.3874,69.9898,4856.59
2690.5,-27.0102,95.0555,4882.55
2691,21.9799,96.8483,4931.36
2691.5,65.5887,74.9293,4958.14
2692,93.139,34.665,4938.27
2692.5,97.8857,-14.0866,4890.02
2693,78.6665,-59.3892,4857.75
2693.5,40.187,-90.1513,4871.13
2694,-8.13163,-98.8412,4917.86
2694.5,-54.4594,-83.3314,4954.97
2695,-87.4536,-47.4191,4948.35
2695.5,-99.0361,0.103068,4904.08
2696,-86.3711,47.6,4862.86
2696.5,-52.5595,83.4427,4862.59
2697,-5.87944,98.8558,4903.52
2697.5,42.2401,90.0655,4948.01
2698,80.0178,59.2241,4955.17
2698.5,98.2043,13.8825,4918.4
2699,92.347,-34.858,4871.52
2699.5,63.8799,-75.064,4857.63
2700,19.7728,-96.8918,4889.49
2700.5,-29.1753,-94.997,4937.82
2701,-70.9804,-69.8437,4958.18
2701.5,-95.4069,-27.5902,4931.85
2702,-96.4746,21.4183,4883.04
2702.5,-73.9218,65.1829,4856.63
2703,-33.2705,92.9885,4876.89
2703.5,15.5267,98.0272,4925.2
2704,60.5223,79.0654,4957.15
2704.5,90.7,40.7457,4943.35
2705,98.6712,-7.55001,4896.5
2705.5,82.4842,-53.9972,4859.67
2706,46.1022,-87.224,4866.72
2706.5,-1.56722,-99.0953,4911.17
2707,-48.8529,-86.7047,4952.15
2707.5,-84.1777,-53.0857,4951.99
2708,-98.8929,-6.46944,4910.83
2708.5,-89.3956,41.7307,4866.52
2709,-58.0112,79.7137,4859.79
2709.5,-12.4236,98.1801,4896.84
2710,36.2057,92.6085,4943.59
2710.5,75.9706,64.3631,4957.07
2711,97.1353,20.3594,4924.88
2711.5,94.5178,-28.629,4876.62
2712,68.7591,-70.608,4856.65
2712.5,26.1658,-95.2997,4883.34
2713,-22.8339,-96.6587,4932.15
2713.5,-66.243,-74.3523,4958.2
2714,-93.4335,-33.8419,4937.55
2714.5,-97.7482,14.9542,4889.17
2715,-78.1308,60.0891,4857.56
2715.5,-39.3842,90.512,4871.77
2716,9.00501,98.7744,4918.74
2716.5,55.1895,82.8534,4955.28
2717,87.8616,46.647,4947.81
2717.5,99.0222,-0.9802,4903.18
2718,85.9387,-48.3674,4862.43
2718.5,51.8144,-83.9126,4863.03
2719,5.0041,-98.9131,4904.42
2719.5,-43.0314,-89.6962,4948.55
2720,-80.5312,-58.5185,4954.85
2720.5,-98.3143,-13.0135,4917.52
2721,-92.0265,35.6777,4870.89
2721.5,-63.2075,75.6337,4857.82
2722,-18.913,97.072,4890.34
2722.5,30.012,94.7436,4938.54
2723,71.589,69.2187,4958.11
2723.5,95.6385,26.7467,4931.06
2724,96.2724,-22.2739,4882.26
2724.5,73.3355,-65.8411,4856.57
2725,32.4435,-93.288,4877.62
2725.5,-16.3919,-97.8948,4926.05
2726,-61.2139,-78.5336,4957.33
2726.5,-91.0486,-39.9445,4942.71
2727,-98.5915,8.4243,4895.62
2727.5,-81.9957,54.7306,4859.36
2728,-45.3245,87.6369,4867.27
2728.5,2.4437,99.0866,4912.07
2729,49.6136,86.2765,4952.58
2729.5,84.6364,52.3429,4951.55
2730,98.9372,5.59392,4909.93
2730.5,89.0147,-42.5247,4865.99
2731,57.2984,-80.2317,4860.12
2731.5,11.5534,-98.2953,4897.72
2732,-37.0203,-92.2927,4944.22
2732.5,-76.5301,-63.6936,4956.87
2733,-97.3027,-19.5002,4924.04
2733.5,-94.2522,29.4676,4875.91
2734,-68.1254,71.2207,4856.73
2734.5,-25.3192,95.5365,4884.14
2735,23.686,96.4616,4932.93
2735.5,66.8921,73.7696,4958.25
2736,93.7207,33.0162,4936.82
2736.5,97.6031,-15.8208,4888.33
2737,77.589,-60.7842,4857.38
2737.5,38.5783,-90.8655,4872.41
2738,-9.87768,-98.6998,4919.61
2738.5,-55.9153,-82.369,4955.58
2739,-88.2628,-45.8713,4947.25
2739.5,-99.0006,1.85726,4902.28
2740,-85.4995,49.1311,4862.02
2740.5,-51.0652,84.3759,4863.48
2741,-4.12836,98.9626,4905.32
2741.5,43.8193,89.3198,4949.07
2742,81.0384,57.8083,4954.51
2742.5,98.4165,12.1434,4916.64
2743,91.6988,-36.4946,4870.27
2743.5,62.5301,-76.1975,4858.04
2744,18.0518,-97.2446,4891.19
2744.5,-30.8462,-94.4828,4939.25
2745,-72.192,-68.5883,4958.02
2745.5,-95.8627,-25.901,4930.26
2746,-96.0628,23.1277,4881.48
2746.5,-72.7434,66.494,4856.53
2747,-31.6139,93.5803,4878.35
2747.5,17.2558,97.7548,4926.88
2748,61.9007,77.9955,4957.5
2748.5,91.3901,39.1403,4942.05
2749,98.504,-9.29793,4894.75
2749.5,81.5008,-55.4597,4859.07
2750,44.5433,-88.0429,4867.83
2750.5,-3.32,-99.0702,4912.96
2751,-50.3704,-85.8417,4952.98
2751.5,-85.0884,-51.5961,4951.09
2752,-98.9737,-4.71797,4909.03
2752.5,-88.6269,43.3153,4865.47
2753,-56.5811,80.7434,4860.46
2753.5,-10.6823,98.4027,4898.6
2754,37.832,91.9697,4944.84
2754.5,77.0836,63.0192,4956.65
2755,97.4625,18.6394,4923.18
2755.5,93.9791,-30.3039,4875.2
2756,67.4864,-71.8278,4856.83
2756.5,24.4707,-95.7657,4884.95
2757,-24.5363,-96.2569,4933.71
2757.5,-67.536,-73.181,4958.28
2758,-94.0005,-32.1878,4936.08
2758.5,-97.4504,16.686,4887.5
2759,-77.0411,61.4746,4857.22
2759.5,-37.7694,91.212,4873.07
2760,10.7496,98.6175,4920.49
2760.5,56.6367,81.8781,4955.86
2761,88.6571,45.092,4946.68
2761.5,98.9712,-2.73416,4901.39
2762,85.0537,-49.8909,4861.62
2762.5,50.3121,-84.8326,4863.94
