time,position,velocity,energy
978,56.5933,-80.7347,4860.45
978.5,10.6971,-98.401,4898.59
979,-37.8182,-91.9752,4944.83
979.5,-77.0742,-63.0307,4956.65
980,-97.4598,-18.6541,4923.2
980.5,-93.9839,30.2897,4875.21
981,-67.4974,71.8175,4856.82
981.5,-24.4852,95.7619,4884.93
982,24.5219,96.2604,4933.7
982.5,67.5251,73.1911,4958.28
983,93.9958,32.202,4936.09
983.5,97.4531,-16.6713,4887.52
984,77.0504,-61.4628,4857.22
984.5,37.7832,-91.2061,4873.06
985,-10.7347,-98.619,4920.47
985.5,-56.6244,-81.8865,4955.86
986,-88.6504,-45.1053,4946.69
986.5,-98.9718,2.71923,4901.4
987,-85.0613,49.878,4861.62
987.5,-50.3249,84.8249,4863.93
988,-3.26723,99.0037,4906.2
988.5,44.5904,88.9429,4949.58
989,81.5308,57.1058,4954.17
989.5,98.5095,11.2873,4915.76
990,91.3697,-37.2949,4869.67
990.5,61.8594,-76.7459,4858.26
991,17.2038,-97.4068,4892.03
991.5,-31.6639,-94.2192,4939.93
992,-72.7792,-67.9634,4957.92
992.5,-96.0756,-25.0678,4929.46
993,-95.8494,23.9652,4880.72
993.5,-72.1558,67.1308,4856.5
994,-30.796,93.8604,4879.08
994.5,18.1037,97.6097,4927.7
995,62.571,77.4607,4957.65
995.5,91.7188,38.3467,4941.4
996,98.4106,-10.156,4893.89
996.5,81.008,-56.1721,4858.8
997,43.7719,-88.4353,4868.39
997.5,-4.18112,-99.0465,4913.84
998,-51.1105,-85.4076,4953.37
998.5,-85.5262,-50.858,4950.63
999,-99.0021,-3.85657,4908.14
999.5,-88.2389,44.0891,4864.97
1000,-55.8717,81.2402,4860.81
1000.5,-9.82515,98.5009,4899.48
1001,38.6269,91.6451,4945.43
1001.5,77.6218,62.3514,4956.42
1002,97.6121,17.7919,4922.34
1002.5,93.7036,-31.1237,4874.52
1003,66.8532,-72.4191,4856.93
1003.5,23.6348,-95.9838,4885.74
1004,-25.3703,-96.0483,4934.46
1004.5,-68.1638,-72.5969,4958.3
1005,-94.2684,-31.3712,4935.34
1005.5,-97.2928,17.5353,4886.69
1006,-76.4966,62.1485,4857.08
1006.5,-36.9713,91.5456,4873.73
1007,11.6058,98.5291,4921.34
1007.5,57.3414,81.3893,4956.13
1008,89.0379,44.3225,4946.12
1008.5,98.9348,-3.59593,4900.51
1009,84.6089,-50.634,4861.24
1009.5,49.5679,-85.2751,4864.41
1010,2.39092,-99.0378,4907.1
1010.5,-45.3714,-88.5527,4950.07
1011,-82.0253,-56.3868,4953.81
1011.5,-98.5965,-10.4154,4914.87
1012,-91.0278,38.106,4869.07
1012.5,-61.1724,77.2978,4858.5
1013,-16.3398,97.5643,4892.89
1013.5,32.4933,93.9437,4940.62
1014,73.371,67.3224,4957.8
1014.5,96.2848,24.2182,4928.65
1015,95.6248,-24.8154,4879.95
1015.5,71.5525,-67.7734,4856.5
1016,29.9616,-94.1381,4879.84
1016.5,-18.9649,-97.4545,4928.52
1017,-63.2481,-76.9106,4957.78
1017.5,-92.046,-37.5364,4940.72
1018,-98.3079,11.0281,4893.03
1018.5,-80.5005,56.8925,4858.54
1019,-42.9838,88.8276,4868.98
1019.5,5.05683,99.0147,4914.74
1020,51.8594,84.9594,4953.75
1020.5,85.9649,50.1032,4950.15
1021,99.0233,2.97994,4907.24
1021.5,87.8373,-44.8729,4864.48
1022,55.1456,-81.7393,4861.18
1022.5,8.95243,-98.5931,4900.37
1023,-39.4326,-91.3078,4946.02
1023.5,-78.1632,-61.6672,4956.17
1024,-97.7567,-16.9283,4921.47
1024.5,-93.416,31.9552,4873.84
1025,-66.2037,73.015,4857.06
1025.5,-22.7825,96.1981,4886.56
1026,26.2167,95.8287,4935.22
1026.5,68.7971,71.997,4958.3
1027,94.5336,30.5379,4934.58
1027.5,97.125,-18.3979,4885.87
1028,75.9368,-62.8292,4856.95
1028.5,36.1566,-91.8778,4874.42
1029,-12.476,-98.4315,4922.2
1029.5,-58.054,-80.8857,4956.38
1030,-89.4184,-43.5363,4945.52
1030.5,-98.89,4.47235,4899.62
1031,-84.1499,51.386,4860.86
1031.5,-48.807,85.7185,4864.9
1032,-1.51443,99.0642,4908.01
1032.5,46.1489,88.1555,4950.56
1033,82.5134,55.6633,4953.43
1033.5,98.6757,9.5427,4913.98
1034,90.6788,-38.9142,4868.48
1034.5,60.4805,-77.8436,4858.76
1035,15.4745,-97.7142,4893.76
1035.5,-33.3202,-93.6609,4941.3
1036,-73.957,-66.6761,4957.67
1036.5,-96.4865,-23.3668,4927.82
1037,-95.3928,25.6636,4879.2
1037.5,-70.9435,68.4107,4856.5
1038,-29.1249,94.4084,4880.6
1038.5,19.8246,97.2916,4929.34
1039,63.9203,76.3545,4957.9
1039.5,92.3661,36.7231,4940.04
1040,98.1974,-11.8994,4892.16
1040.5,79.9866,-57.6084,4858.3
1041,42.1923,-89.213,4869.57
1041.5,-5.93214,-98.9751,4915.63
1042,-52.6042,-84.5046,4954.12
1042.5,-86.3969,-49.3445,4949.65
1043,-99.0367,-2.10309,4906.34
1043.5,-87.4288,45.6532,4864
1044,-54.4153,82.232,4861.56
1044.5,-8.07901,98.6775,4901.26
1045,40.2353,90.9634,4946.61
1045.5,78.6986,60.9782,4955.9
1046,97.8937,16.0634,4920.6
1046.5,93.121,-32.7842,4873.17
1047,65.5491,-73.6051,4857.2
1047.5,21.9285,-96.405,4887.39
1048,-27.061,-95.6015,4935.97
1048.5,-69.425,-71.3914,4958.29
1049,-94.7914,-29.7023,4933.82
1049.5,-96.9495,19.2591,4885.06
1050,-75.371,63.5051,4856.84
1050.5,-35.339,92.2029,4875.11
1051,13.3452,98.3262,4923.06
1051.5,58.762,80.3758,4956.62
1052,89.7918,42.7466,4944.92
1052.5,98.8375,-5.34842,4898.73
1053,83.6843,-52.134,4860.51
1053.5,48.0423,-86.1553,4865.4
1054,0.637815,-99.0828,4908.91
1054.5,-46.9228,-87.7514,4951.03
1055,-82.9951,-54.9354,4953.04
1055.5,-98.7472,-8.66926,4913.09
1056,-90.3227,39.7194,4867.91
1056.5,-59.7839,78.3834,4859.04
1057,-14.608,97.8563,4894.63
1057.5,34.1444,93.3707,4941.96
1058,74.5372,66.0246,4957.52
1058.5,96.6806,22.5134,4927
1059,95.1532,-26.5098,4878.45
1059.5,70.329,-69.0426,4856.52
1060,28.2859,-94.6713,4881.37
1060.5,-20.6827,-97.1211,4930.15
1061,-64.5874,-75.7924,4958.01
1061.5,-92.6789,-35.907,4939.34
1062,-98.0793,12.7697,4891.31
1062.5,-79.4665,58.3199,4858.07
1063,-41.3975,89.5913,4870.18
1063.5,6.80699,98.9277,4916.52
1064,53.3449,84.0431,4954.47
1064.5,86.8222,48.5819,4949.14
1065,99.0423,1.22607,4905.44
1065.5,87.0134,-46.4299,4863.54
1066,53.6807,-82.7183,4861.96
1066.5,7.20496,-98.7543,4902.16
1067,-41.0348,-90.6118,4947.17
1067.5,-79.2277,-60.2844,4955.62
1068,-98.023,-15.1973,4919.73
1068.5,-92.8188,33.6107,4872.51
1069,-64.8893,74.1896,4857.36
1069.5,-21.0727,96.6042,4888.22
1070,27.9033,95.3668,4936.71
1070.5,70.0476,70.7803,4958.26
1071,95.0417,28.8643,4933.04
1071.5,96.7664,-20.1187,4884.25
1072,74.7993,-64.176,4856.74
1072.5,34.5187,-92.5207,4875.81
1073,-14.2133,-98.2131,4923.92
1073.5,-59.4654,-79.8596,4956.84
1074,-90.1582,-41.9536,4944.31
1074.5,-98.7772,6.22407,4897.84
1075,-83.2121,52.8779,4860.16
1075.5,-47.2738,86.5853,4865.91
1076,0.238848,99.0937,4909.81
1076.5,47.693,87.3404,4951.49
1077,83.4702,54.2032,4952.63
1077.5,98.811,7.79515,4912.19
1078,89.9594,-40.5214,4867.34
1078.5,59.0827,-78.917,4859.32
1079,13.7404,-97.9909,4895.5
1079.5,-34.966,-93.0732,4942.62
1080,-75.1115,-65.3679,4957.35
1080.5,-96.8671,-21.6583,4926.16
1081,-94.9062,27.354,4877.72
1081.5,-69.709,69.6691,4856.56
1082,-27.4446,94.9268,4882.15
1082.5,21.5392,96.9431,4930.95
1083,65.2495,75.2243,4958.1
1083.5,92.9844,35.0881,4938.64
1084,97.9535,-13.639,4890.45
1084.5,78.9402,-59.0268,4857.85
1085,40.5995,-89.9627,4870.8
1085.5,-7.68131,-98.8726,4917.4
1086,-54.0815,-83.5751,4954.8
1086.5,-87.2406,-47.8155,4948.62
1087,-99.0402,-0.348948,4904.54
1087.5,-86.5913,47.203,4863.09
1088,-52.9418,83.198,4862.37
1088.5,-6.33035,98.8233,4903.06
1089,41.831,90.2531,4947.73
1089.5,79.7507,59.5859,4955.32
1090,98.1446,14.3299,4918.86
1090.5,92.5093,-34.4345,4871.85
1091,64.2245,-74.7682,4857.53
1091.5,20.2153,-96.796,4889.06
1092,-28.7433,-95.1247,4937.45
1092.5,-70.6646,-70.1636,4958.21
1093,-95.2847,-28.0241,4932.26
1093.5,-96.5758,20.9768,4883.45
1094,-74.2217,64.8418,4856.66
1094.5,-33.6956,92.8313,4876.52
1095,15.0803,98.0924,4924.77
1095.5,60.1641,79.3371,4957.05
1096,90.5176,41.1573,4943.68
1096.5,98.7092,-7.09923,4896.96
1097,82.7334,-53.6176,4859.83
1097.5,46.5016,-87.0086,4866.44
1098,-1.11549,-99.0968,4910.71
1098.5,-48.4594,-86.9226,4951.93
1099,-83.9388,-53.4668,4952.21
1099.5,-98.8671,-6.92043,4911.29
1100,-89.5892,41.3203,4866.79
1100.5,-58.3768,79.4444,4859.63
1101,-12.8717,98.1177,4896.38
1101.5,35.7849,92.7684,4943.26
1102,75.68,64.7061,4957.17
1102.5,97.046,20.8016,4925.32
1103,94.6518,-28.1959,4876.99
1103.5,69.0835,-70.2901,4856.62
1104,26.6012,-95.1748,4882.93
1104.5,-22.394,-96.7574,4931.74
1105,-65.9065,-74.6504,4958.17
1105.5,-93.2827,-34.2664,4937.92
1106,-97.82,14.5073,4889.61
1106.5,-78.4076,59.729,4857.65
1107,-39.7983,90.327,4871.44
1107.5,8.55502,98.8098,4918.28
1108,54.8138,83.1005,4955.12
1108.5,87.6522,47.0453,4948.09
1109,99.0303,-0.528197,4903.64
1109.5,86.1624,-47.9724,4862.65
1110,52.1988,-83.6713,4862.8
1110.5,5.45524,-98.8845,4903.95
1111,-42.624,-89.8874,4948.27
1111.5,-80.2674,-58.8827,4955.01
1112,-98.2586,-13.4614,4917.98
1112.5,-92.1926,35.2556,4871.22
1113,-63.5546,75.3409,4857.72
1113.5,-19.3563,96.9801,4889.9
1114,29.5811,94.8752,4938.17
1114.5,71.2761,69.5415,4958.15
1115,95.5201,27.1816,4931.47
1115.5,96.3775,-21.8332,4882.66
1116,73.6384,-65.5026,4856.6
1116.5,32.87,-93.1346,4877.24
1117,-15.9462,-97.964,4925.61
1117.5,-60.8581,-78.8084,4957.24
1118,-90.8699,-40.3578,4943.04
1118.5,-98.6335,7.97383,4896.08
1119,-82.2482,54.3532,4859.52
1119.5,-45.7257,87.425,4866.98
1120,1.99205,99.0921,4911.61
1120.5,49.2221,86.498,4952.36
1121,84.4009,52.7262,4951.78
1121.5,98.9153,6.04516,4910.39
1122,89.2119,-42.1159,4866.26
1122.5,57.6663,-79.9656,4859.95
1123,12.0019,-98.2369,4897.26
1123.5,-36.6009,-92.4563,4943.9
1124,-76.2426,-64.0393,4956.98
1124.5,-97.2174,-19.9432,4924.47
1125,-94.39,29.0357,4876.27
1125.5,-68.4526,70.9057,4856.69
1126,-25.7557,95.4154,4883.73
1126.5,23.2471,96.5641,4932.53
1127,66.5583,74.0706,4958.23
1127.5,93.5736,33.442,4937.19
1128,97.6789,-15.3744,4888.77
1128.5,77.8689,-60.4266,4857.47
1129,38.994,-90.6842,4872.08
1129.5,-9.42807,-98.7392,4919.16
1130,-55.5418,-82.6194,4955.43
1130.5,-88.0569,-46.2715,4947.54
1131,-99.0127,1.4053,4902.74
1131.5,-85.7267,48.738,4862.23
1132,-51.4518,84.138,4863.24
1132.5,-4.5797,98.938,4904.85
1133,43.4137,89.5146,4948.8
1133.5,80.7778,58.1749,4954.69
1134,98.3648,12.5919,4917.09
1134.5,91.8686,-36.074,4870.59
1135,62.8798,-75.9077,4857.93
1135.5,18.4958,-97.1566,4890.75
1136,-30.4166,-94.6181,4938.88
1136.5,-71.882,-68.9139,4958.07
1137,-95.7481,-26.3371,4930.67
1137.5,-96.1718,22.688,4881.88
1138,-73.0492,66.1582,4856.55
1138.5,-32.0417,93.4306,4877.97
1139,16.8108,97.8279,4926.45
1139.5,61.5474,78.2736,4957.41
1140,91.215,39.5551,4942.39
1140.5,98.5501,-8.84781,4895.2
1141,81.7566,-55.0845,4859.22
1141.5,44.9463,-87.8345,4867.54
1142,-2.86845,-99.0796,4912.5
1142.5,-49.9809,-86.0666,4952.77
1143,-84.8563,-51.9814,4951.33
1143.5,-98.9559,-5.16942,4909.49
1144,-88.8276,42.9083,4865.73
1144.5,-56.9513,80.4805,4860.28
1145,-11.1313,98.3483,4898.15
1145.5,37.4141,92.137,4944.52
1146,76.7991,63.3674,4956.77
1146.5,97.3811,19.0832,4923.62
1147,94.1208,-29.8732,4875.56
1147.5,67.8164,-71.5156,4856.77
1148,24.9082,-95.6485,4884.53
1148.5,-24.0984,-96.3633,4933.31
1149,-67.2048,-73.485,4958.27
1149.5,-93.8572,-32.615,4936.46
1150,-97.5301,16.2403,4887.93
1150.5,-77.3242,61.1194,4857.3
1151,-38.1866,91.0343,4872.73
1151.5,10.3004,98.6609,4920.04
1152,56.2655,82.1318,4955.72
1152.5,88.4548,45.494,4946.98
1153,98.9873,-2.28229,4901.85
1153.5,85.2843,-49.4998,4861.82
1154,50.7007,-84.5981,4863.7
1154.5,3.7038,-98.9838,4905.75
1155,-44.1999,-89.1348,4949.32
1155.5,-81.2819,-57.4625,4954.35
1156,-98.4633,-11.7214,4916.21
1156.5,-91.5374,36.8895,4869.97
1157,-62.2,76.4686,4858.15
1157.5,-17.6338,97.3255,4891.6
1158,31.2497,94.3537,4939.58
1158.5,72.4822,68.2809,4957.97
1159,95.9686,25.4904,4929.87
1159.5,95.9585,-23.5409,4881.1
1160,72.4544,-66.8086,4856.52
1160.5,31.2109,-93.7193,4878.71
1161,-17.674,-97.6842,4927.28
1161.5,-62.2318,-77.7326,4957.57
1162,-91.553,-38.7493,4941.73
1162.5,-98.4589,9.7211,4894.33
1163,-81.2586,55.8115,4858.94
1163.5,-44.1633,88.2372,4868.1
1164,3.74462,99.0594,4913.4
1164.5,50.7358,85.6285,4953.18
1165,85.305,51.2326,4950.87
1165.5,98.9887,4.29328,4908.59
1166,88.4364,-43.6972,4865.22
1166.5,56.2318,-80.9891,4860.63
1167,10.2597,-98.4521,4899.04
1167.5,-38.2243,-91.8105,4945.13
1168,-77.3497,-62.6905,4956.54
1168.5,-97.5372,-18.2217,4922.77
1169,-93.8442,30.7084,4874.87
1169.5,-67.1748,72.12,4856.88
1170,-24.0587,95.8742,4885.34
1170.5,24.9477,96.1549,4934.08
1171,67.8462,72.8937,4958.29
1171.5,94.1335,31.7855,4935.71
1172,97.3736,-17.1049,4887.1
1172.5,76.7733,-61.8074,4857.15
1173,37.3762,-91.3773,4873.4
1173.5,-11.1719,-98.5749,4920.91
1174,-56.9847,-81.6378,4956
1174.5,-88.8457,-44.713,4946.41
1175,-98.9542,3.15911,4900.95
1175.5,-84.8352,50.2578,4861.43
1176,-49.9456,85.0516,4864.17
1176.5,-2.82761,99.0218,4906.66
1177,44.9827,88.748,4949.83
1177.5,81.7797,56.7456,4953.99
1178,98.5541,10.8499,4915.32
1178.5,91.1991,-37.7022,4869.37
1179,61.5153,-77.0235,4858.38
1179.5,16.7705,-97.4868,4892.46
1180,-32.0804,-94.0819,4940.28
1180.5,-73.0768,-67.6425,4957.86
1181,-96.1815,-24.6418,4929.05
1181.5,-95.7376,24.392,4880.33
1182,-71.8538,67.4538,4856.5
1182.5,-30.3777,94.0006,4879.46
1183,18.5359,97.5328,4928.11
1183.5,62.9113,77.1855,4957.72
1184,91.8839,37.9405,4941.06
1184.5,98.36,-10.5936,4893.46
1185,80.7542,-56.5341,4858.67
1185.5,43.3769,-88.633,4868.68
1186,-4.62051,-99.0315,4914.29
1186.5,-51.4867,-85.1836,4953.56
1187,-85.7471,-50.4798,4950.39
1187.5,-99.0137,-3.4168,4907.69
1188,-88.0382,44.4828,4864.72
1188.5,-55.508,81.4914,4860.99
1189,-9.3874,98.5481,4899.93
1189.5,39.0315,91.4768,4945.73
1190,77.8942,62.0088,4956.29
1190.5,97.6856,17.3588,4921.9
1191,93.5602,-31.5411,4874.18
1191.5,66.528,-72.7188,4857
1192,23.2074,-96.0923,4886.15
1192.5,-25.7952,-95.939,4934.85
1193,-68.4822,-72.2966,4958.3
1193.5,-94.4024,-30.9534,4934.96
1194,-97.2096,17.9682,4886.28
1194.5,-76.2165,62.4906,4857.01
1195,-36.5629,91.7131,4874.07
1195.5,12.0425,98.4811,4921.77
1196,57.6995,81.1374,4956.26
1196.5,89.2296,43.9285,4945.82
1197,98.9133,-4.03567,4900.06
1197.5,84.3795,-51.0118,4861.05
1198,49.1866,-85.4984,4864.65
1198.5,1.9512,-99.052,4907.56
1199,-45.762,-88.3543,4950.32
1199.5,-82.271,-56.0243,4953.62
1200,-98.6372,-9.97765,4914.43
1200.5,-90.8536,38.5119,4868.77
1201,-60.8259,77.5724,4858.63
1201.5,-15.9058,97.6405,4893.33
1202,32.9085,93.8027,4940.96
1202.5,73.6657,66.9988,4957.74
1203,96.3869,23.7913,4928.23
1203.5,95.5093,-25.2412,4879.57
1204,71.2477,-68.0938,4856.5
1204.5,29.5421,-94.2746,4880.22
1205,-19.3964,-97.3737,4928.93
1205.5,-63.586,-76.6324,4957.85
1206,-92.2075,-37.1287,4940.38
1206.5,-98.2534,11.4653,4892.59
1207,-80.2435,57.2522,4858.42
1207.5,-42.5871,89.0218,4869.28
1208,5.49603,98.9958,4915.18
1208.5,52.2336,84.7321,4953.94
1209,86.1825,49.723,4949.9
1209.5,99.031,2.54005,4906.79
1210,87.6332,-45.2648,4864.24
1210.5,54.7797,-81.9873,4861.37
1211,8.51432,-98.6364,4900.82
1211.5,-39.8357,-91.1359,4946.32
1212,-78.4326,-61.3221,4956.04
1212.5,-97.8264,-16.4946,4921.04
1213,-93.2689,32.3714,4873.5
1213.5,-65.8759,73.3118,4857.13
1214,-22.3543,96.3029,4886.98
1214.5,26.6405,95.7156,4935.6
1215,69.1128,71.6939,4958.3
1215.5,94.6638,30.119,4934.2
1216,97.0379,-18.8301,4885.46
1216.5,75.6536,-63.1689,4856.89
1217,35.7468,-92.0418,4874.76
1217.5,-12.9122,-98.3796,4922.64
1218,-58.4098,-80.6307,4956.5
1218.5,-89.6066,-43.1405,4945.22
1219,-98.8646,4.91193,4899.17
1219.5,-83.9171,51.7618,4860.68
1220,-48.4238,85.9385,4865.15
1220.5,-1.07464,99.0745,4908.46
1221,46.5376,87.9536,4950.8
1221.5,82.7559,55.2986,4953.24
1222,98.7126,9.10458,4913.53
1222.5,90.501,-39.3186,4868.19
1223,60.1316,-78.1152,4858.9
1223.5,15.0399,-97.7865,4894.19
1224,-33.7341,-93.5162,4941.63
1224.5,-74.2488,-66.3499,4957.6
1225,-96.5848,-22.9389,4927.41
1225.5,-95.2735,26.0884,4878.82
1226,-70.6359,68.7284,4856.51
1226.5,-28.7042,94.5412,4880.98
1227,20.2553,97.207,4929.74
1227.5,64.2556,76.0732,4957.96
1228,92.5239,36.314,4939.69
1228.5,98.1391,-12.3361,4891.73
1229,79.7265,-57.9659,4858.18
1229.5,41.794,-89.4037,4869.88
1230,-6.37112,-98.9523,4916.07
1230.5,-52.9763,-84.2739,4954.29
1231,-86.6111,-48.9624,4949.4
1231.5,-99.0405,-1.6631,4905.89
1232,-87.2213,46.0433,4863.77
1232.5,-54.0472,82.4768,4861.76
1233,-7.64057,98.717,4901.71
1233.5,40.6368,90.7879,4946.89
1234,78.9648,60.6307,4955.76
1234.5,97.9595,15.629,4920.17
1235,92.9703,-33.1992,4872.83
1235.5,65.2187,-73.8991,4857.28
1236,21.4993,-96.5059,4887.8
1236.5,-27.4839,-95.4847,4936.35
1237,-69.738,-71.0855,4958.27
1237.5,-94.9179,-29.2821,4933.43
1238,-96.8586,19.6905,4884.65
1238.5,-75.0849,63.8423,4856.79
1239,-34.9278,92.3632,4875.46
1239.5,13.7808,98.2704,4923.49
1240,59.1154,80.1176,4956.73
1240.5,89.9765,42.3492,4944.61
1241,98.8082,-5.78779,4898.28
1241.5,83.4482,-52.5077,4860.33
1242,47.6572,-86.3719,4865.66
1242.5,0.197993,-99.0892,4909.36
1243,-47.3097,-87.5461,4951.26
1243.5,-83.2343,-54.5686,4952.84
1244,-98.7802,-8.2308,4912.64
1244.5,-90.1413,40.1222,4867.62
1245,-59.4327,78.6518,4859.18
1245.5,-14.1729,97.9248,4895.07
1246,34.557,93.2223,4942.29
1246.5,74.8261,65.6958,4957.44
1247,96.7751,22.0847,4926.58
1247.5,95.0302,-26.9336,4878.08
1248,70.0187,-69.3576,4856.54
1248.5,27.8641,-94.8004,4881.76
1249,-21.1126,-97.0328,4930.55
1249.5,-64.9202,-75.5081,4958.06
1250,-92.8331,-35.4965,4938.99
1250.5,-98.0171,13.2059,4890.88
1251,-79.2032,58.6751,4857.96
1251.5,-40.9976,89.7785,4870.49
1252,7.24571,98.9011,4916.96
1252.5,53.715,83.8092,4954.64
1253,87.033,48.1978,4948.88
1253.5,99.0422,0.786021,4904.99
1254,86.8025,-46.8182,4863.31
1254.5,53.3105,-82.9598,4862.17
1255,6.76623,-98.7899,4902.61
1255.5,-41.4346,-90.4327,4947.45
1256,-79.4909,-59.9345,4955.47
1256.5,-98.085,-14.7623,4919.29
1257,-92.6644,34.0243,4872.18
1257.5,-64.5564,74.4806,4857.44
1258,-20.6427,96.7014,4888.64
1258.5,28.325,95.2463,4937.08
1259,70.3578,70.4716,4958.23
1259.5,95.1646,28.443,4932.65
1260,96.6717,-20.5494,4883.85
1260.5,74.5103,-64.5106,4856.7
1261,34.1061,-92.6774,4876.16
1261.5,-14.6484,-98.1535,4924.35
1262,-59.8165,-79.5982,4956.95
1262.5,-90.3394,-41.5545,4943.99
1263,-98.7441,6.6632,4897.4
1263.5,-82.9728,53.2495,4860
1264,-46.8868,86.7985,4866.18
1264.5,0.678669,99.0962,4910.26
1265,48.078,87.1317,4951.71
1265.5,83.7061,53.8343,4952.42
1266,98.8401,7.35637,4911.74
1266.5,89.7746,-40.9226,4867.07
1267,58.7291,-79.1823,4859.47
1267.5,13.3047,-98.0555,4895.94
1268,-35.3772,-92.9212,4942.94
1268.5,-75.3975,-65.0365,4957.27
1269,-96.9578,-21.2287,4925.74
1269.5,-94.7795,27.7767,4877.35
1270,-69.3959,69.9813,4856.59
1270.5,-27.0217,95.0521,4882.54
1271,21.9683,96.8509,4931.35
1271.5,65.5797,74.9371,4958.14
1272,93.1349,34.6762,4938.28
1272.5,97.8875,-14.0747,4890.03
1273,78.6737,-59.3797,4857.75
1273.5,40.1979,-90.1463,4871.12
1274,-8.11973,-98.8421,4917.84
1274.5,-54.4494,-83.3378,4954.96
1275,-87.448,-47.4296,4948.35
1275.5,-99.0362,0.0911192,4904.09
1276,-86.3769,47.5895,4862.87
1276.5,-52.5696,83.4363,4862.59
1277,-5.89136,98.855,4903.51
1277.5,42.2293,90.0705,4948
1278,80.0107,59.2337,4955.17
1278.5,98.2027,13.8943,4918.42
1279,92.3513,-34.8468,4871.53
1279.5,63.8891,-75.0562,4857.63
1280,19.7845,-96.8893,4889.48
1280.5,-29.1639,-95.0004,4937.81
1281,-70.9721,-69.8522,4958.18
1281.5,-95.4037,-27.6017,4931.86
1282,-96.4773,21.4067,4883.05
1282.5,-73.9298,65.1739,4856.63
1283,-33.2817,92.9843,4876.88
1283.5,15.5149,98.0289,4925.19
1284,60.5129,79.0726,4957.14
1284.5,90.6952,40.7566,4943.36
1285,98.6722,-7.53809,4896.51
1285.5,82.4908,-53.9872,4859.67
1286,46.1128,-87.2183,4866.71
1286.5,-1.55528,-99.0954,4911.16
1287,-48.8425,-86.7104,4952.15
1287.5,-84.1714,-53.0957,4952
1288,-98.8922,-6.48137,4910.84
1288.5,-89.4008,41.7199,4866.52
1289,-58.0209,79.7066,4859.79
1289.5,-12.4354,98.1784,4896.82
1290,36.1946,92.6127,4943.58
1290.5,75.963,64.3722,4957.08
1291,97.133,20.3711,4924.9
1291.5,94.5214,-28.6175,4876.63
1292,68.7677,-70.5996,4856.65
1292.5,26.1773,-95.2965,4883.33
1293,-22.8223,-96.6614,4932.14
1293.5,-66.2341,-74.3602,4958.2
1294,-93.4295,-33.8531,4937.56
1294.5,-97.7502,14.9424,4889.18
1295,-78.1381,60.0796,4857.56
1295.5,-39.3952,90.5071,4871.76
1296,8.99312,98.7754,4918.72
1296.5,55.1796,82.86,4955.28
1297,87.8561,46.6576,4947.81
1297.5,99.0225,-0.968252,4903.19
1298,85.9446,-48.357,4862.44
1298.5,51.8246,-83.9063,4863.02
1299,5.01602,-98.9123,4904.41
1299.5,-43.0206,-89.7012,4948.54
1300,-80.5243,-58.5281,4954.85
1300.5,-98.3128,-13.0253,4917.53
1301,-92.0309,35.6666,4870.9
1301.5,-63.2167,75.626,4857.82
1302,-18.9248,97.0696,4890.33
1302.5,30.0006,94.7471,4938.53
1303,71.5807,69.2273,4958.11
1303.5,95.6354,26.7582,4931.07
1304,96.2753,-22.2623,4882.27
1304.5,73.3435,-65.8321,4856.57
1305,32.4547,-93.284,4877.61
1305.5,-16.3801,-97.8967,4926.03
1306,-61.2045,-78.5408,4957.33
1306.5,-91.0439,-39.9555,4942.72
1307,-98.5926,8.41239,4895.64
1307.5,-82.0024,54.7206,4859.37
1308,-45.3351,87.6313,4867.26
1308.5,2.43176,99.0868,4912.06
1309,49.6033,86.2824,4952.57
1309.5,84.6302,52.3531,4951.55
1310,98.9366,5.60585,4909.94
1310.5,89.02,-42.5139,4865.99
1311,57.3081,-80.2247,4860.11
1311.5,11.5652,-98.2937,4897.71
1312,-37.0092,-92.297,4944.21
1312.5,-76.5225,-63.7028,4956.87
1313,-97.3005,-19.5119,4924.05
1313.5,-94.2558,29.4562,4875.92
1314,-68.1341,71.2124,4856.73
1314.5,-25.3308,95.5333,4884.13
1315,23.6744,96.4643,4932.92
1315.5,66.8833,73.7775,4958.25
1316,93.7168,33.0274,4936.83
1316.5,97.6052,-15.809,4888.35
1317,77.5964,-60.7748,4857.38
1317.5,38.5893,-90.8608,4872.41
1318,-9.8658,-98.7009,4919.6
1318.5,-55.9054,-82.3756,4955.58
1319,-88.2574,-45.8819,4947.26
1319.5,-99.0009,1.84531,4902.29
1320,-85.5056,49.1207,4862.02
1320.5,-51.0755,84.3697,4863.47
1321,-4.1403,98.962,4905.31
1321.5,43.8086,89.3249,4949.07
1322,81.0315,57.818,4954.52
1322.5,98.4152,12.1553,4916.65
1323,91.7034,-36.4835,4870.28
1323.5,62.5393,-76.1899,4858.03
1324,18.0635,-97.2423,4891.18
1324.5,-30.8349,-94.4864,4939.24
1325,-72.1838,-68.597,4958.02
1325.5,-95.8597,-25.9126,4930.27
1326,-96.0657,23.1161,4881.49
1326.5,-72.7515,66.4852,4856.53
1327,-31.6252,93.5763,4878.34
1327.5,17.244,97.7567,4926.87
1328,61.8913,78.0029,4957.5
1328.5,91.3855,39.1512,4942.06
1329,98.5053,-9.28603,4894.76
1329.5,81.5076,-55.4498,4859.08
1330,44.5539,-88.0374,4867.82
1330.5,-3.30806,-99.0705,4912.95
1331,-50.3601,-85.8476,4952.98
1331.5,-85.0823,-51.6063,4951.1
